ID,Image_Name,Image_Features,Name,Image_Description
1229,image_02286.jpg,"[[-8.4362825e-04 -9.5160436e-03 -9.2348026e-04 ... -8.7500179e-01
  -4.8060960e-01 -1.3282968e-01]]",barbeton daisy,a vase filled with yellow barbeton daisys on top of a table 
1230,image_00047.jpg,"[[-4.8331273e-04  2.8401793e-03 -1.2508170e-03 ...  1.4336452e+00
  -5.1137108e-01  7.4717057e-01]]",passion flower,a black and white bird sitting on top of a plant 
1231,image_06841.jpg,"[[-3.48442874e-04  1.16789825e-02  2.79342057e-03 ...  3.47680259e+00
  -2.92798933e-02  1.26125216e-01]]",red ginger,a red ginger in a vase on a sunny day 
1232,image_07937.jpg,"[[-3.8005091e-04  1.2021085e-03  3.4383042e-03 ...  5.1550639e-01
  -9.6290147e-01  1.0044541e+00]]",blanket flower,a blanket flower that is sitting in a blanket flower pot 
1233,image_07431.jpg,"[[-4.1541891e-04  3.3892589e-03  3.4635882e-03 ...  1.5061247e+00
  -5.0181967e-01  5.0154948e-01]]",foxglove,a pair of pink and white foxgloves in a clear blue sky 
1234,image_06463.jpg,"[[-2.3390743e-04  5.8253701e-03  1.8615905e-03 ...  8.1906891e-01
  -5.9243619e-01  1.1007904e-01]]",love in the mist,a close up picture of a love in the mist in a love in the mist pot 
1235,image_00887.jpg,"[[-4.0848408e-04  7.9082446e-03  4.2433199e-03 ...  9.5604122e-01
   7.6007700e-01 -1.7143737e-01]]",frangipani,a very pretty frangipani in a very pretty frangipani vase 
1236,image_00588.jpg,"[[-2.0362766e-04  3.7321143e-03  1.3293549e-03 ...  1.2880467e+00
  -2.5658140e-01  4.6778300e-01]]",cyclamen,a large white cyclamen in the middle of a garden 
1237,image_05639.jpg,"[[-4.1136038e-04  1.3997206e-02  3.7883464e-03 ... -7.2563094e-01
  -5.4187775e-01  1.3723561e+00]]",sweet pea,two pink and white sweet peas in a sweet pea pot 
1238,image_00512.jpg,"[[-1.5082725e-04  6.5872017e-03  2.1740415e-03 ...  5.2735329e-02
   3.1993061e-01  8.2687056e-01]]",cyclamen,a pink and white cyclamen in a vase on a window sill 
1239,image_01287.jpg,"[[-7.7952782e-06  5.1979618e-03  5.8524753e-03 ...  3.6198077e+00
   1.5673326e-01  5.6956142e-01]]",rose,a very pretty pink rose in a rose vase 
1240,image_05732.jpg,"[[-2.0324382e-04  4.1264906e-03  9.0924947e-04 ...  8.0022335e-01
  -3.9844808e-01 -4.0100977e-02]]",daffodil,a yellow and green plant in the middle of a field 
1241,image_00300.jpg,"[[-6.1670702e-04  4.1927956e-03 -2.5155832e-04 ...  1.8069834e+00
   2.6187885e-01 -2.6623145e-01]]",water lily,a close up view of some water lilys on a sunny day 
1242,image_07784.jpg,"[[ 3.5325651e-05  1.3858692e-02  2.5887729e-03 ...  1.3036026e+00
  -4.7216153e-01  2.4258755e-02]]",mexican petunia,a mexican petunia in a mexican petunia pot on the ground 
1243,image_07378.jpg,"[[-5.3848391e-05  9.9309124e-03  3.3183498e-03 ...  3.8906641e-02
  -1.5880382e-01 -9.1679394e-02]]",foxglove,a large white foxglove in a small white foxglove in a tree 
1244,image_00074.jpg,"[[-3.3124784e-04  8.2580838e-03 -2.1807272e-03 ...  5.6369507e-01
  -3.0479211e-01  3.1566966e-02]]",passion flower,a pink passion flower sitting on top of a pink passion flower 
1245,image_02689.jpg,"[[ 1.3202123e-04  9.7748470e-03  4.7211773e-03 ... -1.0492589e+00
   1.1974424e-01  1.9051489e-01]]",geranium,a close up view of some geraniums on a sunny day 
1246,image_03778.jpg,"[[-1.0841889e-04  4.3651932e-03 -5.2851817e-04 ...  1.9162159e+00
  -1.0820986e+00  1.6476263e+00]]",cape flower,a cape flower in a vase on a sidewalk 
1247,image_00759.jpg,"[[ 1.3164041e-04  8.1134848e-03  4.3139248e-03 ...  7.7656633e-01
  -5.7701081e-01 -1.9140862e-01]]",watercress,a close up view of a close up view of a plant 
1248,image_03178.jpg,"[[-3.4280514e-05  1.5260506e-02  1.6747108e-03 ... -1.3465444e+00
   3.2931989e-01  2.4380583e-01]]",snapdragon,a number of small yellow snapdragons in a vase 
1249,image_02705.jpg,"[[ 1.53284971e-04  1.11245625e-02  3.78069654e-03 ... -1.84981361e-01
  -3.85990255e-02  2.00290754e-01]]",geranium,a red rose blooming in a geranium pot 
1250,image_00294.jpg,"[[-0.00062986  0.00072975  0.0036836  ...  0.3504251   0.10417964
  -0.21404593]]",water lily,a close up view of a water lily in a vase 
1251,image_04384.jpg,"[[-6.4906012e-04  2.4193176e-05  2.2469256e-03 ...  1.9130667e+00
   5.3767985e-01 -2.2601107e-01]]",ruby-lipped cattleya,a black and white photo of a ruby-lipped cattleya in a vase 
1252,image_03530.jpg,"[[-8.1562204e-04  7.6004062e-03  1.0569384e-03 ... -1.6101263e+00
  -3.7074059e-01  5.5336332e-01]]",sweet william,a number of small sweet williams in a patterned pattern 
1253,image_02186.jpg,"[[ 1.4581016e-05  1.9815124e-03  6.8151392e-03 ...  1.7463075e+00
  -3.6310974e-01  9.2128658e-01]]",thorn apple,a white rose in a white vase on a table 
1254,image_00317.jpg,"[[-3.3010298e-04  3.7437479e-03  1.2859256e-03 ...  1.5690869e-01
  -2.5610656e-01  6.4018178e-01]]",water lily,a water lily arrangement in a vase on a sunny day 
1255,image_00238.jpg,"[[-6.5256457e-04  8.0752568e-03 -1.2735635e-03 ...  9.3737864e-01
  -8.8909793e-01 -5.9426427e-01]]",passion flower,a passion flower arrangement in a vase on a table 
1256,image_01920.jpg,"[[-3.4395422e-04  4.4854097e-03  4.3778550e-03 ...  1.7600487e-01
  -4.2095471e-02  4.1461080e-01]]",lotus lotus,a lotus lotus in a vase on a table 
1257,image_04005.jpg,"[[-4.1172860e-04 -2.1587810e-03 -1.3649750e-03 ...  2.8978899e+00
  -4.0640628e-01 -7.7738649e-01]]",colt's foot,a colt's foot that is in the water 
1258,image_05721.jpg,"[[-6.0741813e-04  7.6150836e-04  7.8823753e-03 ...  7.1826482e-01
  -2.7743518e-01 -3.7156865e-01]]",daffodil,a yellow and white daffodil in a daffodil pot 
1259,image_02038.jpg,"[[-6.71352173e-05  7.80135533e-03  2.46335915e-03 ...  2.15299797e+00
  -3.65258574e-01 -1.08418755e-01]]",anthurium,a red and white vase filled with pink anthuriums 
1260,image_02360.jpg,"[[-2.2936879e-04  8.5530626e-03  5.1686168e-03 ...  1.3841254e+00
  -1.7334409e-01  2.6083735e-01]]",sword lily,a vase filled with pink sword lilys on top of a table 
1261,image_05535.jpg,"[[-7.2538230e-04  2.0523446e-03 -6.8547297e-04 ...  9.9437229e-02
  -9.0435189e-01 -6.3642490e-01]]",osteospermum,a pink osteospermum in a blue vase on a sunny day 
1262,image_05861.jpg,"[[-3.9091668e-04 -1.1006212e-03 -1.4200012e-04 ...  2.1281789e-01
  -4.9334568e-01  1.5348889e-02]]",black-eyed susan,a yellow black-eyed susan sitting on top of a yellow black-eyed susan pot 
1263,image_07408.jpg,"[[-2.4059811e-04  6.1343517e-03  2.2089833e-03 ...  2.5592928e+00
  -3.6451390e-01  8.7065828e-01]]",foxglove,a very pretty pink foxglove in the middle of a bunch of leaves 
1264,image_04700.jpg,"[[ 3.7671492e-04  8.6728679e-03  2.7359840e-03 ...  1.9997126e+00
  -1.0075374e+00  7.6470697e-01]]",pelargonium,a pelargonium in a vase on a sunny day 
1265,image_05356.jpg,"[[-3.1820073e-04  5.1652770e-03 -4.9958134e-04 ... -3.0308732e-01
  -3.9206862e-01  1.3464181e+00]]",pincushion flower,a close up picture of a pincushion flower in a pincushion flower pot 
1266,image_03989.jpg,"[[ 1.0568379e-04  8.9206407e-03  3.7751105e-03 ...  1.4261973e+00
  -6.6022742e-01  5.0386655e-01]]",petunia,a very pretty petunia in the middle of a field 
1267,image_06934.jpg,"[[-5.5880233e-04  4.4100368e-04  2.1326628e-03 ... -3.0773696e-01
  -6.1063793e-02  4.8740649e-01]]",mexican aster,a vase filled with mexican asters sitting on top of a grass covered field 
1268,image_00620.jpg,"[[ 1.5085984e-04  8.8735530e-03  2.0391482e-03 ...  2.3032670e+00
  -2.5829893e-01  3.1701989e-02]]",watercress,a close up view of a close up view of a watercress 
1269,image_06076.jpg,"[[-3.1640823e-04  4.1261204e-03 -2.5261727e-03 ...  4.5350704e+00
  -5.6282467e-01  1.6023146e+00]]",spear thistle,a brown and white bird standing on top of a green plant 
1270,image_06976.jpg,"[[-4.9147796e-04  4.2788973e-03 -2.4642027e-03 ...  2.6254830e+00
   1.0923725e+00  7.4804765e-01]]",alpine sea holly,a very pretty alpine sea holly in the middle of a tree 
1271,image_03432.jpg,"[[ 4.5594433e-04  1.5388091e-02  1.8006623e-03 ...  1.9225404e+00
  -8.2024884e-01  1.9530630e+00]]",fritillary,a large red fritillary sitting on top of a plant 
1272,image_07680.jpg,"[[ 1.1523758e-05  7.5395727e-03  3.6783118e-03 ...  9.3895310e-01
  -5.9979819e-02 -6.0561126e-01]]",camellia,a white camellia in a white vase on a table 
1273,image_05280.jpg,"[[ 1.0847742e-04  2.6312619e-03  4.4031087e-03 ... -9.6367389e-02
   3.8532916e-01  6.7420423e-01]]",tree poppy,a black and white photo of a white tree poppy in a plant 
1274,image_06380.jpg,"[[-1.2458226e-04  3.9009321e-03  5.6113111e-04 ...  2.6029856e+00
   3.9535899e-02 -7.1487647e-01]]",yellow iris,a large yellow yellow iris in the middle of a field 
1275,image_02294.jpg,"[[-2.8127304e-04  2.3047840e-03 -4.6866361e-04 ...  4.3665400e-01
  -7.1758807e-01  6.8474376e-01]]",barbeton daisy,a barbeton daisy in a vase on a sunny day 
1276,image_03979.jpg,"[[-6.6652690e-04  8.5945083e-03  2.2356382e-03 ... -1.5889338e+00
  -4.4565654e-01  1.6793498e-01]]",petunia,a bouquet of petunias in a vase on a sunny day 
1277,image_05350.jpg,"[[ 1.3533719e-04  9.2725446e-03  8.8044949e-04 ... -6.2355012e-01
  -3.1256355e-02  1.2162817e+00]]",pincushion flower,a close up picture of a pincushion flower in a pincushion flower pot 
1278,image_03423.jpg,"[[ 1.8718936e-04  9.5969401e-03 -1.0498266e-03 ... -6.2920767e-01
  -9.4760191e-01  1.3377328e+00]]",fritillary,a pair of pink fritillarys sitting on top of each other 
1279,image_03827.jpg,"[[-1.9213729e-04  3.9912816e-03 -3.2073879e-03 ...  2.5281746e+00
   1.2905227e-01  1.3850412e-01]]",cape flower,a cape flower in a vase on a table 
1280,image_01561.jpg,"[[-3.5588720e-05  6.0887416e-03  2.7027160e-03 ...  1.9225685e-01
   2.6032877e-01  2.9248935e-01]]",poinsettia,a red and white fire hydrant sitting on top of a table 
1281,image_06509.jpg,"[[-5.4511489e-05  3.2359115e-03  6.9409790e-03 ...  3.1902303e-03
  -7.1474564e-01  1.4591936e+00]]",corn poppy,a red and white fire hydrant sitting in the middle of a field 
1282,image_05433.jpg,"[[-4.4338356e-04 -2.0253521e-03  4.0955207e-04 ... -2.6341770e-02
  -7.8659278e-01  5.4038256e-01]]",sunflower,a sunflower in a sunflower pot on a sunny day 
1283,image_04170.jpg,"[[-6.0702348e-04  5.0223814e-03  3.1514515e-03 ...  1.1891898e+00
   2.8616986e-01 -7.3216307e-01]]",wild pansy,two wild pansys in a vase on a sunny day 
1284,image_01956.jpg,"[[ 7.6071876e-05  4.8309392e-03  6.2024728e-03 ...  1.6192977e+00
  -1.1354792e-01  1.9310496e+00]]",lotus lotus,a pink rose sitting on top of a green plant 
1285,image_06544.jpg,"[[-5.3143332e-04 -4.1660899e-03  2.0124832e-04 ...  1.4002579e+00
  -6.3529825e-01  4.2433992e-02]]",common dandelion,a green and white bird standing on top of a green field 
1286,image_04933.jpg,"[[1.0180160e-04 3.1038132e-03 1.4899299e-05 ... 6.0249863e+00
  7.3317111e-01 1.4801744e+00]]",giant white arum lily,a white bird standing on top of a grass covered field 
1287,image_06908.jpg,"[[-9.6074429e-05  1.4042589e-02 -1.1469693e-03 ... -1.0820990e+00
  -4.9585545e-01  1.0810192e+00]]",carnation,a vase filled with lots of red carnations 
1288,image_03504.jpg,"[[-2.4598333e-04  1.1461394e-02  5.0466624e-03 ... -3.2248577e-01
  -7.8409225e-02  9.9452847e-01]]",sweet william,a vase filled with sweet williams on top of a table 
1289,image_03473.jpg,"[[-1.6292528e-04  1.1522929e-02  1.7273783e-03 ... -7.8986621e-01
   8.1995763e-02  8.2886404e-01]]",sweet william,a row of red and white sweet williams in a vase 
1290,image_00506.jpg,"[[-3.1359107e-04  8.0843745e-03  3.3750655e-03 ...  1.7217550e+00
  -1.0910994e-01 -9.8212743e-01]]",cyclamen,two pink roses in a white vase 
1291,image_04192.jpg,"[[-4.3992070e-04  1.1546911e-02  3.0926149e-03 ... -5.0643571e-02
   2.7024159e-01  7.4840617e-01]]",wild pansy,a large group of colorful wild pansys in a field 
1292,image_01176.jpg,"[[ 7.1686482e-05  7.7334899e-03  1.6391661e-03 ...  7.7136588e-01
  -4.3632758e-01 -5.8096194e-01]]",rose,a pink rose in the middle of a rose pot 
1293,image_05471.jpg,"[[-4.4209277e-04  6.8793846e-03  8.1542623e-04 ... -4.1179404e-01
  -4.8398349e-01  8.7011182e-01]]",magnolia,a pink magnolia in a pink magnolia pot 
1294,image_07650.jpg,"[[-1.7238488e-04  8.5687200e-03  3.6198546e-03 ... -7.7910788e-02
  -4.8959911e-01  9.3852758e-01]]",camellia,a camellia that is in a camellia pot 
1295,image_02062.jpg,"[[ 4.0406149e-04  1.0594481e-02 -1.8480867e-03 ...  2.1046832e+00
  -7.3337001e-01 -3.8069483e-02]]",anthurium,a red and white fire hydrant sitting on top of a plant 
1296,image_04519.jpg,"[[-7.9120445e-04  1.2774437e-03 -2.2822283e-03 ...  8.0962265e-01
  -3.8051769e-01  4.2278502e-02]]",gazania,a close up picture of a gazania in a gazania pot 
1297,image_01062.jpg,"[[ 9.2058355e-05  1.3038563e-02  4.6161166e-03 ... -1.3983852e+00
   3.6112508e-01 -2.4682520e-01]]",wallflower,a person holding a wallflower in their hand 
1298,image_01620.jpg,"[[-6.0073979e-04  8.1796367e-03  1.7707356e-03 ...  1.0047690e+00
  -2.8839296e-02  2.1551636e-01]]",clematis,a plant that is growing in the grass 
1299,image_08189.jpg,"[[-1.7095688e-04  5.6588291e-03  2.9507836e-03 ...  7.6634675e-01
  -9.0315861e-01 -8.8421381e-01]]",japanese anemone,a white japanese anemone in a white japanese anemone vase 
1300,image_00907.jpg,"[[-1.9206862e-04  5.1183100e-03  1.2935394e-03 ...  2.0569706e+00
   4.9301767e-01 -1.1556880e+00]]",frangipani,a frangipani in a vase on the ground 
1301,image_07772.jpg,"[[-1.2981931e-04  1.3213332e-02  6.0585263e-04 ...  1.0558305e+00
  -3.5965323e-01  5.6611139e-01]]",mexican petunia,a large purple mexican petunia in the middle of a plant 
1302,image_04876.jpg,"[[-5.1199540e-04  3.6699425e-03 -1.0747450e-03 ... -3.7306786e-01
  -5.5608046e-01  2.6680312e-01]]",hippeastrum,a hippeastrum in a vase on a table 
1303,image_04734.jpg,"[[-9.75125840e-06  1.07995346e-02  5.85171918e-04 ...  4.77269918e-01
  -4.24410880e-01 -1.05507016e-01]]",pelargonium,a plant that is growing out of the ground 
1304,image_01418.jpg,"[[-1.6167088e-04  7.7575324e-03 -1.1053844e-03 ...  8.2654309e-01
  -3.5352230e-02 -1.1329331e+00]]",petunia,a very pretty petunia in the middle of a tree 
1305,image_04434.jpg,"[[-3.7255621e-04  1.0314054e-02  5.8054607e-03 ... -5.9245342e-01
  -1.9375625e-01 -3.5628405e-01]]",canna lily,a canna lily arrangement in a vase on a table 
1306,image_06750.jpg,"[[-3.1300322e-05  9.6059302e-03  2.8384528e-03 ...  1.7985843e+00
  -9.0872735e-01  8.1400937e-01]]",pink primrose,a tall pink and white vase with a bunch of pink primroses in it 
1307,image_05816.jpg,"[[-3.4392104e-04  1.3122252e-03  1.5771021e-03 ...  2.0416226e+00
  -4.0568042e-01  1.5320748e+00]]",great masterwort,a black and white striped great masterwort in a grassy field 
1308,image_08165.jpg,"[[-3.8476137e-05  1.0598084e-02  4.2073778e-03 ... -4.0252456e-01
   1.8061134e-01  6.0201868e-02]]",japanese anemone,a black and white photo of a plant 
1309,image_01614.jpg,"[[-2.6560089e-04  9.0482505e-03  1.3870432e-03 ...  3.7170932e-01
  -1.2715046e-01  1.0036182e-01]]",clematis,a close up picture of a clematis in a clematis pot 
1310,image_04522.jpg,"[[-0.00059743  0.00076676  0.00042051 ...  0.3784226  -0.24627022
  -0.02559886]]",gazania,a close up picture of a gazania in a gazania pot 
1311,image_04913.jpg,"[[ 4.4060034e-05  7.9136472e-03  4.4611171e-03 ... -1.2692151e+00
   4.2866009e-01 -1.1140755e+00]]",giant white arum lily,a white vase filled with lots of purple giant white arum lilys 
1312,image_06768.jpg,"[[-2.4801769e-04  4.6732421e-03  4.6452973e-03 ...  6.4067014e-02
  -3.6345664e-01  1.1171443e+00]]",pink primrose,a pink pink primrose sitting on top of a plant 
1313,image_02130.jpg,"[[ 1.3660763e-04  9.8633934e-03  3.2760538e-03 ...  1.0847275e+00
  -3.0416021e-01 -5.0668645e-01]]",thorn apple,a white rose in the middle of a plant 
1314,image_04180.jpg,"[[-5.5873027e-04  5.0717457e-03  5.4600220e-03 ...  3.7898988e-01
   2.1965048e-01  5.8615130e-01]]",wild pansy,a purple and white wild pansy in a wild pansy pot 
1315,image_05338.jpg,"[[-1.6371017e-04  2.8745553e-03  3.3026708e-03 ... -1.8415605e-01
  -5.0783187e-02 -4.9047443e-01]]",tree poppy,a brown and white tree poppy in a blue and white vase 
1316,image_07274.jpg,"[[-3.0341384e-04  1.5514820e-02 -4.3222422e-04 ... -6.0407370e-01
  -2.8657421e-01  4.7753119e-01]]",japanese anemone,a plant that is growing out of a tree 
1317,image_06975.jpg,"[[-2.7790328e-04  4.8297043e-03 -1.7809512e-03 ...  6.2395840e+00
  -1.0615697e+00  1.4070017e+00]]",alpine sea holly,a green plant in the middle of a field 
1318,image_01521.jpg,"[[-6.5434317e-05  8.0934186e-03  1.4871603e-03 ... -6.9932073e-01
  -4.0491503e-02  1.3061315e-01]]",poinsettia,a row of red and white poinsettias sitting on top of a table 
1319,image_06109.jpg,"[[-3.3311077e-04  9.3321446e-03  2.2801580e-03 ...  1.2102867e-01
   8.1121403e-01 -2.5040933e-01]]",silverbush,a vase filled with silverbushs on top of a tree 
1320,image_06652.jpg,"[[ 1.12314214e-04  9.62828845e-03  8.37236550e-03 ...  2.53508747e-01
   1.10976743e-02 -8.27735484e-01]]",globe-flower,two yellow globe-flowers in a blue vase on a sunny day 
1321,image_06188.jpg,"[[-2.1086237e-04  9.8558133e-03  3.8302820e-03 ...  5.9020144e-01
  -1.7313530e-01 -4.1677818e-01]]",balloon flower,a blue and white vase filled with purple balloon flowers 
1322,image_04908.jpg,"[[-1.1472326e-04  6.6398159e-03  3.2249999e-03 ...  6.7015380e-01
   3.8369125e-01 -1.5279552e+00]]",giant white arum lily,a large group of white giant white arum lilys in a white vase 
1323,image_05311.jpg,"[[-1.2689166e-05  3.4596326e-03  5.1448205e-03 ... -1.1939993e+00
   3.8304109e-02 -4.2487273e-01]]",tree poppy,a tree poppy in a vase on a sunny day 
1324,image_07527.jpg,"[[-1.1377436e-04  1.1590988e-02  4.4225273e-03 ... -2.5484851e-01
  -4.1024547e-02  5.7228047e-01]]",bougainvillea,a purple bougainvillea in a green vase on a sunny day 
1325,image_04347.jpg,"[[-1.4751745e-04  4.4915690e-03  8.2080759e-04 ...  5.9338170e-01
   4.6065900e-01 -3.4571531e-01]]",ruby-lipped cattleya,a black and white photo of a white ruby-lipped cattleya 
1326,image_06403.jpg,"[[ 2.7552998e-05  6.8077957e-03  1.8864133e-03 ...  3.8105216e+00
  -3.6839315e-01  1.1981071e+00]]",monkshood,a blue and white bird standing on top of a green plant 
1327,image_07883.jpg,"[[-7.3903898e-04  3.9562276e-03 -1.3989125e-03 ...  2.7395754e+00
  -4.1729346e-01  1.5893098e+00]]",bromelia,a plant that is growing in a bromelia pot 
1328,image_07224.jpg,"[[-4.4051307e-04  9.4927353e-04  5.0167958e-03 ...  3.9406213e-01
   3.5714470e-03 -7.6797080e-01]]",moon orchid,a black and white photo of some white moon orchids 
1329,image_04053.jpg,"[[-8.2627783e-04 -3.3362678e-04  9.7537396e-04 ...  1.3142192e+00
  -6.3823915e-01 -3.9122254e-01]]",colt's foot,a yellow colt's foot in a yellow colt's foot vase 
1330,image_06475.jpg,"[[ 7.0864633e-05  8.0274902e-03 -2.5151838e-03 ...  1.6143370e+00
   1.0053351e-01  2.3439918e+00]]",love in the mist,a close up picture of a love in the mist in a love in the mist pot 
1331,image_07212.jpg,"[[-2.9470344e-04  2.2451968e-03  4.4903005e-03 ... -5.3022254e-01
   8.1506932e-01 -3.3074579e-01]]",moon orchid,a large group of white moon orchids in a white vase 
1332,image_03574.jpg,"[[-0.0004034   0.00544606  0.00348021 ... -0.26072413 -0.08160093
  -0.1916407 ]]",azalea,a azalea arrangement in a azalea pot on a sunny day 
1333,image_02232.jpg,"[[-6.2929810e-04 -3.7187946e-03  1.9378483e-03 ... -1.0850586e+00
  -4.6987423e-01  5.5026215e-02]]",barbeton daisy,a vase filled with pink barbeton daisys on top of a table 
